A,A*,B,B+,C,C+,D,D+,E,F,S,S^,X,course_code,course_title,prof_name,semester,year,id
11,,20,19,24,28,5,4,,,,,,CHE201,INTRODUCTION TO CHEMICAL ENGINEERING,Siddhartha Panda,1,2024-25,1471
,,,,,,,,,,10,,,CHE888,INTRODUCTION TO PROFESSION AND COMMUNICATION SKILLS FOR CHEMICAL ENGINEERS,Siddhartha Panda,2,2023-24,1472
2,,5,4,7,8,2,6,,1,,,,CHE659A,PROCESS ENGG. PRINCIPLES IN MICRO. FABRICATION,Siddhartha Panda,1,2023-24,1473
5,2,9,5,3,5,,,,,,,,CHE659,PROCESS ENGG. PRINCIPLES IN MICRO. FABRICATION,Siddhartha Panda,1,2023-24,1474
28,2,46,24,34,37,26,9,,37,,,,PHY115,OSCILLATIONS AND WAVES,Sivasurender Chandran,1,2024-25,1475
4,,3,4,,,,,,,,,,PHY699A,M.SC.RESEARCH PROJECT II,Sivasurender Chandran,2,2023-24,1476
7,1,1,1,1,,,,,,,,,PHY697A,M SC RESEARCH PROJECT -I,Sivasurender Chandran,2,2023-24,1477
,,,,1,1,,,,,,,,PHY599A,M.SC.RESEARCH PROJECT II,Sivasurender Chandran,2,2023-24,1478
,,2,,,,,,,,,,,PHY597A,M SC RESEARCH PROJECT -I,Sivasurender Chandran,2,2023-24,1479
,,,,,,,,,,37,,1,MSE801,SEMINAR,Somnath Bhowmick,1,2024-25,1480
2,,9,6,1,1,1,,,1,,,,MSE682,COMPUTER SIMULATIONS IN MATERIALS SCIENCE,Somnath Bhowmick,2,2023-24,1481
7,,13,15,19,11,8,6,1,3,,,,MSE204,COMPUTATIONAL METHODS IN MATERIAL SCIENCE AND ENGINEERING,Somnath Bhowmick,1,2023-24,1482
3,2,8,5,,5,,,,,,,,MSE617A,MATHEMATICS AND COMPUTATIONAL METHODS,Somnath Bhowmick,2,2022-23,1483
,,,,,,,,,,95,,4,MSE300A,PROFESSIONAL & TECHNICAL COMMUNICATION,Somnath Bhowmick,1,2022-23,1484
7,,11,,10,,7,,,1,,,,MSE638A,SYMMETRY AND PROPERTIES OF CRYSTALS,Somnath Bhowmick,2,2021-22,1485
5,2,6,2,,,,,,,,,,MTH712,A FIRST COURSE IN ALGEBRAIC NUMBER THEORY,Somnath Jha,1,2024-25,1486
2,,8,1,2,3,14,4,,6,,,,MTH204A,ABSTRACT ALGEBRA,Somnath Jha,2,2023-24,1487
4,3,2,2,6,6,24,6,,10,,,,MTH204,ALGEBRA I,Somnath Jha,2,2023-24,1488
2,2,5,4,8,6,22,11,,22,,,,MTH201A,A FIRST COURSE IN LINEAR ALGEBRA,Somnath Jha,1,2023-24,1489
30,,22,20,9,26,1,,,,,,,CHE492A,UNIT OPERATIONS AND PROCESS CONTROL LABORATORY,Soumik Das,1,2024-25,1490
12,4,35,20,12,27,14,7,,,,,,CHE213,MASS TRANSFER AND SEPARATION PROCESSES,Soumik Das,2,2023-24,1491
1,,,7,,,,,,,,,,PHY556,BACHELOR OF SCIENCE PROJECT -II,Soumik Mukhopadhyay,1,2024-25,1492
1,,1,,,,,,,,,,,PHY555A,BACHELOR OF SCIENCE PROJECT -1,Soumik Mukhopadhyay,1,2024-25,1493
3,,6,11,,,,,,,,,,PHY624,MAGNETISM IN MATERIALS,Soumik Mukhopadhyay,2,2023-24,1494
147,36,113,210,39,47,6,8,,3,,,,PHY111,PHYSICS LABORATORY,Soumik Mukhopadhyay,2,2023-24,1495
17,,7,10,,1,,,,,,,,PHY565A,M.SC. PROJECT II,Soumik Mukhopadhyay,1,2023-24,1496
14,1,10,19,1,1,,,,,,,,CS677,TOPICS IN LARGE DATA ANALYSIS AND VISUALIZATION,Soumya Dutta,1,2024-25,1497
13,5,21,19,9,17,,,,2,,,,CS360,INTRODUCTION TO COMPUTER GRAPHICS,Soumya Dutta,1,2024-25,1498
65,5,26,32,12,41,,,,1,,,,CS661,BIG DATA VISUAL ANALYTICS,Soumya Dutta,2,2023-24,1499
16,8,34,14,11,17,,1,,2,,,,CS360A,INTRODUCTION TO COMPUTER GRAPHICS,Soumya Dutta,1,2023-24,1500
45,2,17,36,4,15,,,,1,,,,CS661A,BIG DATA VISUAL ANALYTICS,Soumya Dutta,2,2022-23,1501
5,,10,4,5,8,,,,,,,,EE798Y,ROBOT SYSTEMS: DYNAMICS AND CONTROL,Soumya Ranjan Sahoo,1,2024-25,1502
10,2,60,50,32,44,8,10,8,4,,,,EE250,CONTROL SYSTEMS ANALYSIS,Soumya Ranjan Sahoo,2,2023-24,1503
2,1,2,1,,,,,,,1,,,EE798O,ADAPTIVE CONTROL THEORY,Soumya Ranjan Sahoo,1,2023-24,1504
23,1,53,46,23,46,17,19,5,4,,,,EE250A,CONTROL SYSTEMS ANALYSIS,Soumya Ranjan Sahoo,2,2022-23,1505
,,,,,,,,,,,,,EE899,MS - RESEARCH THESIS,Soumya Ranjan Sahoo,1,2022-23,1506
11,6,21,10,12,13,6,7,,10,,,,MTH207M,MATRIX ALGEBRA AND LINEAR ESTIMATION (MODULE II),Soumyarup Sadhukhan,1,2024-25,1507
8,2,5,2,7,14,6,11,,,,,,MTH206M,MATRIX ALGEBRA AND LINEAR ESTIMATION (MODULE I),Soumyarup Sadhukhan,1,2024-25,1508
10,4,14,8,6,6,3,6,,,,,,MTH636,GAME THEORY,Soumyarup Sadhukhan,2,2023-24,1509
11,3,16,16,11,23,2,5,,3,,,,MTH207M,MATRIX ALGEBRA AND LINEAR ESTIMATION (MODULE II),Soumyarup Sadhukhan,1,2023-24,1510
6,,24,11,3,8,2,,,,,,,MTH206M,MATRIX ALGEBRA AND LINEAR ESTIMATION (MODULE I),Soumyarup Sadhukhan,1,2023-24,1511
4,8,,,,,,,,,,,,CHM602,ADVANCED ORGANIC CHEMISTRY II,Srinivas Dharavath,1,2024-25,1512
,1,,,,,,,,,,,,CHM612,FRONTIERS IN ORGANIC CHEMISTRY,Srinivas Dharavath,2,2023-24,1513
11,5,14,6,5,6,1,4,4,1,,,,CHM201,BASIC ORGANIC CHEMISTRY-I,Srinivas Dharavath,1,2023-24,1514
3,,1,,,,,,,,,,,CHM609A,PRINCIPLES OF ORGANIC CHEMISTRY,Srinivas Dharavath,2,2022-23,1515
9,3,8,3,7,13,2,7,,1,,,,CHM201A,BASIC ORGANIC CHEMISTRY-I,Srinivas Dharavath,1,2022-23,1516
6,,,,,,,,,,,,,CHM609A,PRINCIPLES OF ORGANIC CHEMISTRY,Srinivas Dharavath,2,2019-20,1517
5,,17,2,19,29,10,8,,4,,,,MSE302,MECHANICAL BEHAVIOUR OF MATERIALS,Srinu Gangolu,1,2024-25,1518
6,,18,17,15,21,1,4,,1,,,,MSE305A,MATERIALS PROCESSING,Srinu Gangolu,2,2023-24,1519
6,,23,14,16,10,1,9,,4,,,,MSE302A,MECHANICAL BEHAVIOUR OF MATERIALS,Srinu Gangolu,1,2023-24,1520
20,1,21,32,2,12,,,,,,,,MSE315A,MANUFACTURING PROCESSES LABORATORY,Srinu Gangolu,2,2022-23,1521
7,1,19,10,21,33,6,11,1,1,,,,CHE251,INTRODUCTION TO CHE AND PROCESS CALCULATION,Sri Sivakumar,1,2024-25,1522
5,1,8,15,12,15,12,12,,1,,,,CHE362A,BIOCHEMICAL ENGINEERING,Sri Sivakumar,2,2023-24,1523
7,1,38,7,13,33,4,7,,4,,,,CHE251,CHEMICAL PROCESS CALCULATIONS,Sri Sivakumar,1,2023-24,1524
5,,19,11,42,16,10,14,1,1,,,,CHE362A,BIOCHEMICAL ENGINEERING,Sri Sivakumar,2,2022-23,1525
9,2,40,9,21,15,10,3,2,5,,,,CHE251A,INTRODUCTION TO CHE AND PROCESS CALCULATION,Sri Sivakumar,1,2022-23,1526
11,1,9,9,,4,1,,,,2,,,DMS637,ADVANCED DECISION MODELS,Sri Vanamalla V,2,2023-24,1527
1,1,4,5,3,6,1,3,,,,,,CS455,INTRODUCTION TO SOFTWARE ENGINEERING,Sruti Srinivasa Ragavan,1,2024-25,1528
,,27,16,19,33,5,8,,1,,,,CS798H,HUMAN COMPUTER INTERACTION,Sruti Srinivasa Ragavan,2,2023-24,1529
4,2,4,2,7,6,1,3,,2,,,,CS455A,INTRODUCTION TO SOFTWARE ENGINEERING,Sruti Srinivasa Ragavan,1,2023-24,1530
5,1,4,7,9,14,,,,1,,,,CS798H,HUMAN COMPUTER INTERACTION,Sruti Srinivasa Ragavan,2,2022-23,1531
3,3,14,3,7,6,9,3,,,,,,MTH516A,NON-PARAMETRIC INFERENCE,Subhajit Dutta,1,2023-24,1532
6,2,15,12,14,19,3,11,2,1,,,,MTH209A,DATA SCIENCE LAB 2,Subhajit Dutta,2,2022-23,1533
1,1,1,2,1,3,,,,,,,,MTH690A,PROBABILISTIC THEORY OF PATTERN RECOGNITION,Subhajit Dutta,1,2022-23,1534
,,5,,3,,3,,,,,,,MTH665A,ASYMPTOTIC STATISTICS,Subhajit Dutta,2,2021-22,1535
3,,7,,34,,4,,,2,,,,MTH415A,MATRIX THEORY AND LINEAR ESTIMATION,Subhajit Dutta,1,2021-22,1536
59,10,131,,125,,21,,,,,,,MSO201A,PROBABILITY AND STATISTICS,Subhajit Dutta,2,2020-21,1537
13,2,30,23,19,24,12,6,1,11,,,,CS203M,MATHEMATICS FOR COMPUTER SCIENCE -III,Subhajit Roy,2,2023-24,1538
,1,1,,,1,,,,,,,,CS639A,PROGRAM ANALYSIS VERIFICATION AND TESTING,Subhajit Roy,1,2023-24,1539
14,1,10,8,,2,,,,,,,,CS639,PROGRAM ANALYSIS VERIFICATION AND TESTING,Subhajit Roy,1,2023-24,1540
7,,3,2,1,5,,1,,,,,1,CS639A,"PROGRAM ANALYSIS, VERIFICATION AND TESTING",Subhajit Roy,1,2022-23,1541
2,,,,,,,,,,,,,CS499A,UNDER GRADUATE PROJECT-IV,Subhajit Roy,1,2022-23,1542
24,2,15,27,,,,,,,,,,MBA746M,E-SUPPLY CHAIN MANAGEMENT,Subhas Chandra Misra,2,2023-24,1543
28,10,12,38,,,,,,,,,,DMS671,SOFTWARE PROJECT MANAGEMENT,Subhas Chandra Misra,2,2023-24,1544
2,,2,1,,,,,,,,,,MTH754,PROBABILITY THEORY,Subhra Sankar Dhar,1,2024-25,1545
11,,20,36,4,12,,,,,,,,MTH312A,DATA SCIENCE LAB 3,Subhra Sankar Dhar,2,2023-24,1546
12,,37,20,19,31,9,22,,13,,,,MSO205,INTRODUCTION TO PROBABILITY THEORY,Subhra Sankar Dhar,1,2023-24,1547
8,,12,10,1,15,,,,,,,,MTH514A,MULTIVARIATE ANALYSIS,Subhra Sankar Dhar,2,2022-23,1548
1,,12,5,1,5,,,,,,,,MTH665A,ASYMPTOTIC STATISTICS,Subhra Sankar Dhar,1,2022-23,1549
,,11,,6,,1,,,,,,,MTH673A,ROBUST STATISTICAL METHODS,Subhra Sankar Dhar,2,2021-22,1550
12,1,15,9,10,10,5,9,,,,,,AE461A,AIRCRAFT DESIGN-I,Subrahmanyam Saderla,1,2024-25,1551
11,1,8,6,14,11,5,13,,,,,,AE421A,EXPERIMENTS IN FLIGHT MECHANICS,Subrahmanyam Saderla,2,2023-24,1552
19,1,27,19,,6,,,,,,,,AE461A,AIRCRAFT DESIGN-I,Subrahmanyam Saderla,1,2023-24,1553
11,3,14,12,9,17,2,3,,,,,,AE321A,FLIGHT MECHANICS,Subrahmanyam Saderla,1,2023-24,1554
6,,9,4,,,,,,1,,,,AE648A,FLIGHT STABILITY AND CONTROL,Subrahmanyam Saderla,2,2022-23,1555
6,1,10,16,5,10,,1,,3,,,,EE621,REPRESENTATION AND ANALYSIS OF RANDOM SIGNALS,Subrahmanya Swamy Peruru,1,2024-25,1556
10,4,32,33,7,17,2,6,,1,2,,,EE675,INTRODUCTION TO REINFORCEMENT LEARNING,Subrahmanya Swamy Peruru,2,2023-24,1557
3,,3,2,1,2,,,,,,,,EE673A,DIGITAL COMMUNICATION NETWORKS,Subrahmanya Swamy Peruru,1,2023-24,1558
,,1,1,,,,,,,,,,EE673,DIGITAL COMMUNICATION NETWORKS,Subrahmanya Swamy Peruru,1,2023-24,1559
8,3,17,13,2,7,,1,,,1,,,EE675A,INTRODUCTION TO REINFORCEMENT LEARNING,Subrahmanya Swamy Peruru,2,2022-23,1560
6,2,15,11,5,7,2,7,,,,,,EE673A,DIGITAL COMMUNICATION NETWORKS,Subrahmanya Swamy Peruru,1,2022-23,1561
19,13,44,48,13,17,1,,,,,,,ME401A,ENERGY SYSTEMS-II,Subrata Sarkar,1,2024-25,1562
7,1,11,3,4,5,,,,,,,,ME630,COMPUTATIONAL FLUID DYNAMICS AND HEAT TRANSFER,Subrata Sarkar,2,2023-24,1563
1,1,3,2,2,2,,,,1,,,,ME630A,COMPUTATIONAL FLUID DYNAMICS AND HEAT TRANSFER,Subrata Sarkar,2,2022-23,1564
1,,4,,1,,,,,1,,,,ME698J,FABRIONICS,Subrata Sarkar,1,2022-23,1565
2,,3,,1,,,,,1,,,,ME634A,ADVANCED COMPUTATIONAL FLUID DYNAMICS,Subrata Sarkar,2,2021-22,1566
4,,2,1,,,,,,,,,,ENG743,FEMINIST THEORY AND LITERATURE,Suchitra Mathur,1,2024-25,1567
11,2,32,8,7,8,1,,,,,,,ENG438,POSTCOLONIAL LITERATURE,Suchitra Mathur,1,2024-25,1568
1,1,,3,,1,,,,,,,,ENG742,RESPONSBILE DISSENT,Suchitra Mathur,2,2023-24,1569
5,1,11,18,15,14,,7,,1,,,,ENG436A,THE WRITERS VISION OF THE FUTURE,Suchitra Mathur,2,2023-24,1570
2,,8,1,2,5,,,8,4,,,,SEE602,PHYSICS OF ENERGY MATERIALS,Sudarshan Narayanan,1,2024-25,1571
9,1,5,7,,3,,,,,,,,SEE605,AN INTRODUCTION TO SUSTAINABLE ENERGY TECHNOLOGIES,Sudarshan Narayanan,2,2023-24,1572
,,1,2,3,2,2,,,3,,,,SEE602A,PHYSICS OF ENERGY MATERIALS,Sudarshan Narayanan,1,2023-24,1573
1,,6,,2,2,1,,,,,,,SEE602,PHYSICS OF ENERGY MATERIALS,Sudarshan Narayanan,1,2023-24,1574
2,1,5,11,6,3,1,1,,1,,,,PHY682,CONCEPTS OF PLASMA PHYSICS,Sudeep Bhattacharjee,1,2024-25,1575
12,1,21,,7,,,,,,,,,PHY565A,M.SC. PROJECT II,Sudeep Bhattacharjee,1,2021-22,1576
25,6,8,,3,,,,,,,,,PHY563A,M.SC. PROJECT I,Sudeep Bhattacharjee,1,2021-22,1577
,,,,,,,,,,41,,,PHY399A,TECHNICAL COMMUNICATION,Sudeep Bhattacharjee,2,2020-21,1578
1,,,,,,,,,,,,,PHY500A,M SC REVIEW PROJECT I,Sudeep Bhattacharjee,2,2019-20,1579
5,,6,,2,,,,,,,,,PHY502A,M.SC. REVIEW PROJECT  III,Sudeep Bhattacharjee,2,2019-20,1580
1,,1,2,5,1,,,,,,,,MTH611,ALGEBRA II,Sudhanshu Shekhar,1,2024-25,1581
,,1,,3,,5,7,,2,,,,MTH403A,COMPLEX ANALYSIS,Sudhanshu Shekhar,3,2023-24,1582
,,,,,,,1,,,,,,MTH403,COMPLEX ANALYSIS,Sudhanshu Shekhar,3,2023-24,1583
,,1,3,,,,,,,,,,MTH303,A COURSE IN NUMBER THEORY AND CRYPTOGRAPHY,Sudhanshu Shekhar,2,2023-24,1584
2,,1,,1,,2,,,,,,,MTH688A,TOPICS IN ARITHMATIC,Sudhanshu Shekhar,1,2023-24,1585
1,2,5,3,2,3,,3,,1,,,,MSE658,DISLOCATIONS AND PLASTICITY,Sudhanshu Shekhar Singh,1,2024-25,1586
5,,12,11,9,3,4,4,,,,,,MSE661A,FRACTURE FATIGUE AND CREEP: MATERIALS AND MODELS,Sudhanshu Shekhar Singh,3,2023-24,1587
25,2,22,42,,7,,,,,,,,MSE315A,MANUFACTURING PROCESSES LABORATORY,Sudhanshu Shekhar Singh,2,2023-24,1588
61,12,98,69,22,46,3,1,,1,,,,TA211,MANUFACTURING PROCESSES I,Sudhanshu Shekhar Singh,1,2023-24,1589
1,,2,7,2,6,,,,1,,,,TA201A,MANUFACTURING PROCESSES I,Sudhanshu Shekhar Singh,1,2023-24,1590
1,,9,,16,,6,,3,5,,,,CE242A,CIVIL ENGINEERING MATERIALS,Sudhir Mishra,2,2014-15,1591
,,2,,8,,2,,3,,,,,CE242A,CIVIL ENGINEERING MATERIALS,Sudhir Mishra,2,2013-14,1592
4,,2,8,4,2,,,,,,,,CE620,STRUCTURAL DYNAMICS,Sudib Kumar Mishra,1,2024-25,1593
1,1,2,4,1,4,,,,1,,,,CE723,FINITE ELEMENT METHODS FOR CIVIL ENGINEERING APPLICATIONS,Sudib Kumar Mishra,2,2023-24,1594
1,,6,2,34,42,35,78,,20,,,,CE371A,DESIGN OF STEEL STRUCTURES,Sudib Kumar Mishra,1,2023-24,1595
,,3,4,2,4,,,,,,,,CE622A,STABILITY OF STRUCTURES,Sudib Kumar Mishra,2,2022-23,1596
18,5,60,,56,,64,,9,56,,,,ESO202A,MECHANICS OF SOLIDS,Sudib Kumar Mishra,2,2021-22,1597
13,3,20,16,2,10,,1,,,,,,MBA776M,MERGERS AND ACQUISITIONS,Suman Saurabh,2,2023-24,1598
8,,9,18,11,2,5,,,1,,,,ME623,FINITE ELEMENT METHODS IN ENGINEERING MECHANICS,Sumit Basu,1,2024-25,1599
1,,1,6,,,,,,,,,,ME729,MODELLING OF MECHANICAL PROPERTIES OF MATERIALS,Sumit Basu,2,2023-24,1600
1,,1,1,,,,,,,,,,ME623A,FINITE ELEMENT METHODS IN ENGINEERING MECHANICS,Sumit Basu,1,2023-24,1601
6,,15,2,22,1,1,,,1,,,,ME623,FINITE ELEMENT METHODS IN ENGINEERING MECHANICS,Sumit Basu,1,2023-24,1602
2,1,2,2,1,2,,,,,,,,CS798F,INTRODUCTION TO PROBABILITY FOR COMPUTER SCIENCE,Sumit Ganguly,1,2023-24,1603
1,1,1,1,4,,1,,,,,,,CS798F,INTRODUCTION TO PROBABILITY FOR COMPUTER SCIENCE,Sumit Ganguly,2,2022-23,1604
19,2,36,,35,,2,,,,,,2,CS315A,PRINCIPLES OF DATA BASE SYSTEMS,Sumit Ganguly,2,2021-22,1605
1,2,6,,5,,,,,,,,,CS698C,SKETCHING AND SAMPLING FOR BIG DATA ANALYSIS (NUMERICAL LINEAR ALGEBRA),Sumit Ganguly,1,2021-22,1606
5,,,,,,,,,,,,,CS698C,SKETCHING IN NUMERICAL ALGEBRA,Sumit Ganguly,2,2020-21,1607
20,10,20,19,14,22,17,16,3,10,,,,CS340,THEORY OF COMPUTATION,Sunil Easaw Simon,1,2024-25,1608
12,2,4,5,,1,,,,,,,,CS656,ALGORITHMIC GAME THEORY,Sunil Easaw Simon,2,2023-24,1609
13,3,21,24,12,17,27,13,,14,,,,CS340A,THEORY OF COMPUTATION,Sunil Easaw Simon,1,2023-24,1610
20,10,45,20,10,12,7,10,4,7,,,,CS202A,MATHEMATICS FOR COMPUTER SCIENCE -II,Sunil Easaw Simon,2,2022-23,1611
4,,1,2,,3,,,,,,,,CS656A,ALGORITHMIC GAME THEORY,Sunil Easaw Simon,1,2022-23,1612
4,,6,4,5,8,5,,1,2,,,,CE372A,REINFORCED CEMENT CONCRETE DESIGN,Suparno Mukhopadhyay,1,2024-25,1613
6,,27,7,12,3,11,1,4,7,,,,CE371,DESIGN OF REINFORCED CONCRETE STRUCTURES,Suparno Mukhopadhyay,1,2024-25,1614
4,,1,1,,1,,,,,1,,,CE725,VIBRATION BASED STRUCTURAL HEALTH MONITORING FOR CE APPLICATIONS,Suparno Mukhopadhyay,2,2023-24,1615
3,3,,4,2,,,,,2,,,,CE606M,OPTIMIZATION METHODS FOR CIVIL ENGINEERS,Suparno Mukhopadhyay,1,2023-24,1616
8,1,6,7,4,4,1,,4,6,1,,,CE725A,VIBRATION BASED STRUCTURAL HEALTH MONITORING FOR CE APPLICATIONS,Suparno Mukhopadhyay,2,2022-23,1617
20,,92,41,84,94,14,38,,3,,,,PHY113,CLASSICAL ELECTRODYNAMICS,Supratik Banerjee,1,2024-25,1618
,,1,1,,2,,,,1,,,,PHY210M,THERMAL PHYSICS,Supratik Banerjee,3,2023-24,1619
,,,,1,1,,,,,,,,PHY210A,THERMAL PHYSICS,Supratik Banerjee,3,2023-24,1620
10,,58,27,82,55,32,64,,35,,,,PHY112,CLASSICAL DYNAMICS,Supratik Banerjee,1,2023-24,1621
1,,2,3,,,,,,,,,,PHY661A,TURBULENCE IN SPACE PLASMAS,Supratik Banerjee,2,2022-23,1622
1,1,2,1,2,1,,1,,,,,,ME663,METAL FORMING,Supratik Mukhopadhyay,1,2024-25,1623
1,1,2,2,,,,,,,,,,ME679,DAMAGE MECHANICS OF COMPOSITE MATERIALS,Supratik Mukhopadhyay,2,2023-24,1624
,,2,1,,1,,,,,,,,ME663A,METAL FORMING,Supratik Mukhopadhyay,1,2023-24,1625
1,,1,,1,2,,1,,,,,,ME663,METAL FORMING,Supratik Mukhopadhyay,1,2023-24,1626
30,6,29,44,15,17,12,6,,2,,,,ME361A,MANUFACTURING SCIENCE & TECHNOLOGY,Supratik Mukhopadhyay,1,2023-24,1627
6,,29,14,30,35,36,30,,12,,,,MSO205,INTRODUCTION TO PROBABILITY THEORY,Suprio Bhar,1,2024-25,1628
2,,3,3,16,9,10,21,,8,,,,MTH309,PROBABILITY THEORY,Suprio Bhar,2,2023-24,1629
,,1,,,,,,,,,,,MTH754A,PROBABILITY THEORY,Suprio Bhar,1,2023-24,1630
1,,,,,3,,,,,,,,MTH754,PROBABILITY THEORY,Suprio Bhar,1,2023-24,1631
5,,22,11,4,13,1,,,2,,,,CS602,DESIGN AND ANALYSIS OF ALGORITHMS,Surender Baswana,1,2024-25,1632
11,6,12,1,6,11,,,,,,,,CS648,RANDOMIZED ALGORITHMS,Surender Baswana,2,2023-24,1633
14,2,31,26,37,60,21,10,1,3,,,,CS345A,ALGORITHMS -II,Surender Baswana,1,2023-24,1634
6,2,6,4,1,12,,6,1,,,,,CS648A,RANDOMIZED ALGORITHMS,Surender Baswana,2,2022-23,1635
35,12,37,36,41,93,16,25,9,10,,,,ESO207A,DATA STRUCTURE & ALGORITHM,Surender Baswana,1,2022-23,1636
4,1,,2,,,,,,,,,,BSE672,ADVANCED CELL BIOLOGY,Suresh Kumar,1,2024-25,1637
18,5,12,14,,6,2,,,,,,,BSE312A,MOLECULAR BIOLOGY LAB,Suresh Kumar,1,2023-24,1638
12,1,124,101,29,14,14,20,18,5,,,,ESO207,DATA STRUCTURE & ALGORITHM,Sutanu Gayen,1,2024-25,1639
1,,2,,,,,,,,,,,CS777,TOPICS IN LEARNING THEORY,Sutanu Gayen,2,2023-24,1640
,1,,,,,,,,,,,,CS777A,TOPICS IN LEARNING THEORY,Sutanu Gayen,1,2023-24,1641
,,3,,,,,,,,,,,CS777,TOPICS IN LEARNING THEORY,Sutanu Gayen,1,2023-24,1642
1,,1,3,,,,,,,,,,CS777A,TOPICS IN LEARNING THEORY,Sutanu Gayen,2,2022-23,1643
2,1,5,7,1,2,1,,,,,,,EE698E,POWER CONVERTERS FOR EV CHARGING,Suvendu Samanta,1,2024-25,1644
2,1,3,6,,,,,,1,,,,EE662,CONTROL TECHNIQUES IN POWER ELECTRONICS,Suvendu Samanta,2,2023-24,1645
1,1,3,5,2,1,2,1,,1,,,,EE698E,POWER CONVERTERS FOR EV CHARGING,Suvendu Samanta,1,2023-24,1646
9,1,39,11,41,49,61,34,,3,,,,EE360A,POWER ELECTRONICS,Suvendu Samanta,2,2022-23,1647
1,,4,2,1,4,,2,,,,,,EE798D,INTRODUCTION TO TRANSPORTATION ELECTRIFICATION,Suvendu Samanta,1,2022-23,1648
2,2,9,8,1,4,,,,,,,,CS610,PROGRAMMING FOR PERFORMANCE,Swarnendu Biswas,1,2024-25,1649
21,3,31,41,10,19,10,6,2,6,,,,CS335A,COMPILER DESIGN,Swarnendu Biswas,2,2023-24,1650
2,,,1,,1,,,,,,,,CS610A,PROGRAMMING FOR PERFORMANCE,Swarnendu Biswas,1,2023-24,1651
,,1,1,,,,,,,,,,CS610,PROGRAMMING FOR PERFORMANCE,Swarnendu Biswas,1,2023-24,1652
15,2,30,24,25,20,10,14,2,15,,,,CS335A,COMPILER DESIGN,Swarnendu Biswas,2,2022-23,1653
1,,12,4,3,9,,,,1,,,,EE630,SIMULATON OF MODERN POWER SYSTEMS,Swathi Battula,1,2024-25,1654
2,,6,2,,3,,,,,,,,EE633,ELECTRIC POWER SYSTEM OPERATION AND  MGMT. UNDER RESTRUCTURED ENVIRONMENT,Swathi Battula,2,2023-24,1655
13,,34,20,33,49,29,33,,2,,,,EE330A,POWER SYSTEMS,Swathi Battula,1,2023-24,1656
3,1,2,5,,,,,,,,,,EE633A,ELECTRIC POWER SYSTEM OPERATION AND  MGMT. UNDER RESTRUCTURED ENVIRONMENT,Swathi Battula,2,2022-23,1657
3,,2,4,,1,,,,,1,,,EE632A,ECONOMIC OPERATION & CONTROL OF POWER SYSTEMS,Swathi Battula,1,2022-23,1658
3,,12,7,8,6,1,2,,,,,,CE481,TRANSPORTATION FACILITIES DESIGN,Syam Nair,1,2024-25,1659
64,4,66,69,112,146,68,70,,25,,,,TA111,ENGINEERING GRAPHICS,Syam Nair,2,2023-24,1660
,,,,,,,,,,18,,,CE798A,PHD SEMINAR II,Syam Nair,1,2023-24,1661
,,,,,,,,,,17,,,CE797A,PHD SEMINAR I,Syam Nair,1,2023-24,1662
7,,18,6,18,26,27,34,6,5,,,,CE243,CIVIL ENGINEERING MATERIALS,Syam Nair,1,2023-24,1663
5,,6,3,1,2,,1,1,,,,,AE688,DYNAMICS AND VIBRATION,Tanmay Dutt Mathur,1,2024-25,1664
1,1,2,6,4,2,1,1,,,,,,AE687,AEROSPACE STRUC ANALYSIS II,Tanmay Dutt Mathur,2,2023-24,1665
1,,,1,,1,,,,,,,,AE688A,DYNAMICS AND VIBRATION,Tanmay Dutt Mathur,1,2023-24,1666
1,2,2,2,3,4,,,,,,,,AE688,DYNAMICS AND VIBRATION,Tanmay Dutt Mathur,1,2023-24,1667
3,4,16,11,3,7,,,,,,,,MSE615,STRUCTURE AND CHARACTERIZATION OF MATERIALS,Tanmoy Maiti,1,2024-25,1668
4,,2,3,4,3,,1,,,,,,MSE638,SYMMETRY AND PROPERTIES OF CRYSTALS,Tanmoy Maiti,2,2023-24,1669
7,,5,3,3,13,,,,,,,,MSE615,STRUCTURE AND CHARACTERIZATION OF MATERIALS,Tanmoy Maiti,1,2023-24,1670
1,1,1,1,1,2,,,,,,,,MSE631A,ELECTROCERAMIC MATERIALS AND APPLICATIONS,Tanmoy Maiti,2,2022-23,1671
3,,6,,,,,,,,,,,MSE631A,ELECTROCERAMIC MATERIALS AND APPLICATIONS,Tanmoy Maiti,2,2021-22,1672
4,,8,4,25,8,22,17,,17,,,,PHY401,CLASSICAL MECHANICS,Tapobrata Sarkar,1,2024-25,1673
1,,,1,2,,,,,1,,,,PHY401A,CLASSICAL MECHANICS I,Tapobrata Sarkar,3,2023-24,1674
3,,,1,2,,,,,5,,,,PHY401,CLASSICAL MECHANICS,Tapobrata Sarkar,3,2023-24,1675
8,,,,,,,,,1,,,,PHY690M,ADVANCED GENERAL RELATIVITY AND BLACK HOLES,Tapobrata Sarkar,2,2023-24,1676
2,2,4,5,6,6,4,6,,7,,,,PHY401A,CLASSICAL MECHANICS I,Tapobrata Sarkar,1,2023-24,1677
5,2,3,3,,,,,,,,,,PHY502A,M.SC. REVIEW PROJECT  III,Taraknath Mandal,2,2023-24,1678
18,2,77,51,60,76,38,48,,28,,,,PHY113,CLASSICAL ELECTRODYNAMICS,Taraknath Mandal,1,2023-24,1679
